type,Genotype,Population,Subpopulation,Internal_id,accessionID,KRN
GWAS population,Z026E0120,NAMRIL,Z026,Z026E0120,NA,16.3
GWAS population,Z026E0121,NAMRIL,Z026,Z026E0121,NA,16
GWAS population,Z026E0122,NAMRIL,Z026,Z026E0122,NA,13
GWAS population,Z026E0123,NAMRIL,Z026,Z026E0123,NA,12.6
GWAS population,Z026E0124,NAMRIL,Z026,Z026E0124,NA,13.6
GWAS population,Z026E0125,NAMRIL,Z026,Z026E0125,NA,17.3
GWAS population,Z026E0126,NAMRIL,Z026,Z026E0126,NA,13.7
GWAS population,Z026E0127,NAMRIL,Z026,Z026E0127,NA,16.9
GWAS population,Z026E0128,NAMRIL,Z026,Z026E0128,NA,14.4
GWAS population,Z026E0129,NAMRIL,Z026,Z026E0129,NA,13.4
GWAS population,Z026E0130,NAMRIL,Z026,Z026E0130,NA,14.7
GWAS population,Z026E0131,NAMRIL,Z026,Z026E0131,NA,16.7
GWAS population,Z026E0132,NAMRIL,Z026,Z026E0132,NA,13.4
GWAS population,Z026E0133,NAMRIL,Z026,Z026E0133,NA,13.3
GWAS population,Z026E0134,NAMRIL,Z026,Z026E0134,NA,15.2
GWAS population,Z026E0135,NAMRIL,Z026,Z026E0135,NA,15.1
GWAS population,Z026E0136,NAMRIL,Z026,Z026E0136,NA,15.1
GWAS population,Z026E0137,NAMRIL,Z026,Z026E0137,NA,12.1
GWAS population,Z026E0139,NAMRIL,Z026,Z026E0139,NA,14.2
GWAS population,Z026E0140,NAMRIL,Z026,Z026E0140,NA,17.7
GWAS population,Z026E0141,NAMRIL,Z026,Z026E0141,NA,14.7
GWAS population,Z026E0142,NAMRIL,Z026,Z026E0142,NA,16.3
GWAS population,Z026E0143,NAMRIL,Z026,Z026E0143,NA,15
GWAS population,Z026E0144,NAMRIL,Z026,Z026E0144,NA,15
GWAS population,Z026E0145,NAMRIL,Z026,Z026E0145,NA,16.3
GWAS population,Z026E0146,NAMRIL,Z026,Z026E0146,NA,15.5
GWAS population,Z026E0147,NAMRIL,Z026,Z026E0147,NA,15.4
GWAS population,Z026E0148,NAMRIL,Z026,Z026E0148,NA,16.7
GWAS population,Z026E0149,NAMRIL,Z026,Z026E0149,NA,16
GWAS population,Z026E0150,NAMRIL,Z026,Z026E0150,NA,13.9
GWAS population,Z026E0151,NAMRIL,Z026,Z026E0151,NA,16.4
GWAS population,Z026E0152,NAMRIL,Z026,Z026E0152,NA,14.2
GWAS population,Z026E0153,NAMRIL,Z026,Z026E0153,NA,15.5
GWAS population,Z026E0154,NAMRIL,Z026,Z026E0154,NA,14.6
GWAS population,Z026E0155,NAMRIL,Z026,Z026E0155,NA,14.3
GWAS population,Z026E0156,NAMRIL,Z026,Z026E0156,NA,14.2
GWAS population,Z026E0157,NAMRIL,Z026,Z026E0157,NA,16.1
GWAS population,Z026E0158,NAMRIL,Z026,Z026E0158,NA,13.7
GWAS population,Z026E0159,NAMRIL,Z026,Z026E0159,NA,14
GWAS population,Z026E0162,NAMRIL,Z026,Z026E0162,NA,16.6
GWAS population,Z026E0163,NAMRIL,Z026,Z026E0163,NA,14.5
GWAS population,Z026E0164,NAMRIL,Z026,Z026E0164,NA,17.4
GWAS population,Z026E0165,NAMRIL,Z026,Z026E0165,NA,13
GWAS population,Z026E0166,NAMRIL,Z026,Z026E0166,NA,15
GWAS population,Z026E0167,NAMRIL,Z026,Z026E0167,NA,14.3
GWAS population,Z026E0168,NAMRIL,Z026,Z026E0168,NA,17.7
GWAS population,Z026E0169,NAMRIL,Z026,Z026E0169,NA,15.5
GWAS population,Z026E0170,NAMRIL,Z026,Z026E0170,NA,16.1
GWAS population,Z026E0171,NAMRIL,Z026,Z026E0171,NA,18.6
GWAS population,Z026E0172,NAMRIL,Z026,Z026E0172,NA,15.6
GWAS population,Z026E0173,NAMRIL,Z026,Z026E0173,NA,17.3
GWAS population,Z026E0174,NAMRIL,Z026,Z026E0174,NA,14.6
GWAS population,Z026E0175,NAMRIL,Z026,Z026E0175,NA,14.6
GWAS population,Z026E0176,NAMRIL,Z026,Z026E0176,NA,15.5
GWAS population,Z026E0177,NAMRIL,Z026,Z026E0177,NA,14
GWAS population,Z026E0178,NAMRIL,Z026,Z026E0178,NA,14.6
GWAS population,Z026E0179,NAMRIL,Z026,Z026E0179,NA,14.5
GWAS population,Z026E0180,NAMRIL,Z026,Z026E0180,NA,14.5
GWAS population,Z026E0181,NAMRIL,Z026,Z026E0181,NA,14.1
GWAS population,Z026E0182,NAMRIL,Z026,Z026E0182,NA,12.8
GWAS population,Z026E0183,NAMRIL,Z026,Z026E0183,NA,15.7
GWAS population,Z026E0184,NAMRIL,Z026,Z026E0184,NA,20.1
GWAS population,Z026E0186,NAMRIL,Z026,Z026E0186,NA,14.2
GWAS population,Z026E0187,NAMRIL,Z026,Z026E0187,NA,16.5
GWAS population,Z026E0188,NAMRIL,Z026,Z026E0188,NA,13.2
GWAS population,Z026E0189,NAMRIL,Z026,Z026E0189,NA,17.8
GWAS population,Z026E0191,NAMRIL,Z026,Z026E0191,NA,14.6
GWAS population,Z026E0193,NAMRIL,Z026,Z026E0193,NA,13.7
GWAS population,Z026E0194,NAMRIL,Z026,Z026E0194,NA,17.2
GWAS population,Z026E0196,NAMRIL,Z026,Z026E0196,NA,14.7
GWAS population,Z026E0197,NAMRIL,Z026,Z026E0197,NA,14.6
GWAS population,Z026E0198,NAMRIL,Z026,Z026E0198,NA,17.8
GWAS population,Z026E0199,NAMRIL,Z026,Z026E0199,NA,17.3
GWAS population,Z026E0200,NAMRIL,Z026,Z026E0200,NA,16.1
validation population,11430,Elite Inbred lines,NA,Elite_2G1,PI601558,15.1
validation population,1538,Elite Inbred lines,NA,Elite_3A1,PI601658,13.7
validation population,207,Elite Inbred lines,NA,Elite_1G3,PI601005,14.2
validation population,2369,Elite Inbred lines,NA,Elite_2G2,PI601559,14.9
validation population,29MIBZ2,Elite Inbred lines,NA,Elite_1D3,PI548830,13.7
validation population,2FACC,Elite Inbred lines,NA,Elite_3D1,PI601808,15
validation population,2MA22,Elite Inbred lines,NA,Elite_2G3,PI601560,14.1
validation population,4676A,Elite Inbred lines,NA,Elite_2A9,PI601300,13.9
validation population,4N506,Elite Inbred lines,NA,Elite_3B2,PI601745,16.4
validation population,5707,Elite Inbred lines,NA,Elite_2A1,PI601269,12.6
validation population,6103,Elite Inbred lines,NA,Elite_1H1,PI601159,15.8
validation population,6F629,Elite Inbred lines,NA,Elite_1C1,PI546483,14.3
validation population,6M502,Elite Inbred lines,NA,Elite_2G4,PI601561,14.9
validation population,6M502A,Elite Inbred lines,NA,Elite_1C2,PI546484,16
validation population,740,Elite Inbred lines,NA,Elite_2E11,PI601489,10.4
validation population,764,Elite Inbred lines,NA,Elite_2C9,PI601374,14.7
validation population,778,Elite Inbred lines,NA,Elite_2C10,PI601375,14
validation population,779,Elite Inbred lines,NA,Elite_2C11,PI601376,10.8
validation population,78002A,Elite Inbred lines,NA,Elite_2A10,PI601301,15.1
validation population,78004,Elite Inbred lines,NA,Elite_1H9,PI601210,16.8
validation population,78010,Elite Inbred lines,NA,Elite_1H10,PI601211,16.7
validation population,78371A,Elite Inbred lines,NA,Elite_2D10,PI601438,14.4
validation population,78551S,Elite Inbred lines,NA,Elite_2G5,PI601562,11.7
validation population,787,Elite Inbred lines,NA,Elite_2E12,PI601490,15.3
validation population,790,Elite Inbred lines,NA,Elite_2F1,PI601491,15
validation population,792,Elite Inbred lines,NA,Elite_1A1,NSL243016,15.8
validation population,793,Elite Inbred lines,NA,Elite_2F2,PI601492,15.2
validation population,794,Elite Inbred lines,NA,Elite_2D1,PI601377,13.8
validation population,807,Elite Inbred lines,NA,Elite_2D9,PI601430,13.2
validation population,83IBI3,Elite Inbred lines,NA,Elite_1D11,PI555651,14
validation population,87916W,Elite Inbred lines,NA,Elite_2G6,PI601563,15.4
validation population,904,Elite Inbred lines,NA,Elite_1E9,PI560317,16
validation population,B47,Elite Inbred lines,NA,Elite_1G7,PI601009,13.1
validation population,B73,Elite Inbred lines,NA,Elite_1A12,B73,17.1
validation population,BCC03,Elite Inbred lines,NA,Elite_1B10,PI544065,12.6
validation population,BO9,Elite Inbred lines,NA,Elite_1G5,PI601007,12.6
validation population,CR14,Elite Inbred lines,NA,Elite_3A2,PI601683,13.1
validation population,CR1HT,Elite Inbred lines,NA,Elite_1G11,PI601080,12.9
validation population,DJ7,Elite Inbred lines,NA,Elite_1H6,PI601191,17.4
validation population,E8501,Elite Inbred lines,NA,Elite_3A7,PI601724,12.6
validation population,F1,Elite Inbred lines,NA,Elite_1C12,F1,10.8
validation population,F118,Elite Inbred lines,NA,Elite_1D9,PI555462,16.7
validation population,F42,Elite Inbred lines,NA,Elite_1G8,PI601026,15.8
validation population,FAPW,Elite Inbred lines,NA,Elite_1F10,PI600958,15.1
validation population,FBHJ,Elite Inbred lines,NA,Elite_2D11,PI601439,12
validation population,FBLA,Elite Inbred lines,NA,Elite_1B11,PI546482,15.3
validation population,FR19,Elite Inbred lines,NA,Elite_1F3,PI600772,15.6
validation population,G80,Elite Inbred lines,NA,Elite_1G9,PI601037,16.1
validation population,H8431,Elite Inbred lines,NA,Elite_2H10,PI601610,13.6
validation population,HB8229,Elite Inbred lines,NA,Elite_2G7,PI601564,12.8
validation population,HBA1,Elite Inbred lines,NA,Elite_1H4,PI601172,17
validation population,IB014,Elite Inbred lines,NA,Elite_1H7,PI601208,13.7
validation population,IB02,Elite Inbred lines,NA,Elite_2E3,PI601457,12
validation population,IBB14,Elite Inbred lines,NA,Elite_2G8,PI601565,14.2
validation population,IBB15,Elite Inbred lines,NA,Elite_2E4,PI601458,14.1
validation population,IBC2,Elite Inbred lines,NA,Elite_2E5,PI601459,12.9
validation population,J8606,Elite Inbred lines,NA,Elite_3A8,PI601725,12.6
validation population,L 127,Elite Inbred lines,NA,Elite_3A9,PI601726,13.8
validation population,L 135,Elite Inbred lines,NA,Elite_3A10,PI601727,13.2
validation population,L 139,Elite Inbred lines,NA,Elite_3A11,PI601728,13.4
validation population,L 155,Elite Inbred lines,NA,Elite_1D6,PI550695,15.3
validation population,LH1,Elite Inbred lines,NA,Elite_3D2,PI644101,14.7
validation population,LH119,Elite Inbred lines,NA,Elite_1F6,PI600954,16
validation population,LH123HT,Elite Inbred lines,NA,Elite_1G10,PI601079,13.2
validation population,LH127,Elite Inbred lines,NA,Elite_1A4,PI538007,11.1
validation population,LH128,Elite Inbred lines,NA,Elite_1C4,PI547086,14.2
validation population,LH132,Elite Inbred lines,NA,Elite_1G2,PI601004,15.8
validation population,LH143 CMS,Elite Inbred lines,NA,Elite_1G1,PI601003,13.2
validation population,LH145,Elite Inbred lines,NA,Elite_1F11,PI600959,13.7
validation population,LH146Ht,Elite Inbred lines,NA,Elite_2D3,PI601402,13.8
validation population,LH149,Elite Inbred lines,NA,Elite_2F3,PI601493,15.6
validation population,LH150,Elite Inbred lines,NA,Elite_1H12,PI601230,18.2
validation population,LH156,Elite Inbred lines,NA,Elite_2D4,PI601403,13.2
validation population,LH160,Elite Inbred lines,NA,Elite_1A7,PI539920,13.2
validation population,LH162,Elite Inbred lines,NA,Elite_1A8,PI539921,13.4
validation population,LH190,Elite Inbred lines,NA,Elite_1A9,PI539922,15
validation population,LH191,Elite Inbred lines,NA,Elite_1B1,PI539925,14.1
validation population,LH192,Elite Inbred lines,NA,Elite_1B2,PI539926,16.1
validation population,LH193,Elite Inbred lines,NA,Elite_1B3,PI539927,15.3
validation population,LH194,Elite Inbred lines,NA,Elite_1A10,PI539923,16
validation population,LH195,Elite Inbred lines,NA,Elite_1A2,PI537097,15.7
validation population,LH196,Elite Inbred lines,NA,Elite_1A5,PI538009,17.3
validation population,LH202,Elite Inbred lines,NA,Elite_1A11,PI539924,16.6
validation population,LH205,Elite Inbred lines,NA,Elite_1A3,PI537099,14.6
validation population,LH208,Elite Inbred lines,NA,Elite_1C5,PI547088,14.2
validation population,LH215,Elite Inbred lines,NA,Elite_1D7,PI552815,12.3
validation population,LH220Ht,Elite Inbred lines,NA,Elite_1A6,PI538011,14.8
validation population,LH38,Elite Inbred lines,NA,Elite_1F4,PI600791,14.1
validation population,LH39,Elite Inbred lines,NA,Elite_1F5,PI600944,14.7
validation population,LH51,Elite Inbred lines,NA,Elite_1F7,PI600955,10.9
validation population,LH52,Elite Inbred lines,NA,Elite_2C6,PI601360,9.4
validation population,LH54,Elite Inbred lines,NA,Elite_2A11,PI601316,9.9
validation population,LH57,Elite Inbred lines,NA,Elite_2B1,PI601317,10.8
validation population,LH59,Elite Inbred lines,NA,Elite_2E6,PI601466,10.6
validation population,LH60,Elite Inbred lines,NA,Elite_2D5,PI601404,13.7
validation population,LH61,Elite Inbred lines,NA,Elite_2D7,PI601416,12.8
validation population,LH65,Elite Inbred lines,NA,Elite_2F4,PI601494,10.8
validation population,LH74,Elite Inbred lines,NA,Elite_1F9,PI600957,14
validation population,LH82,Elite Inbred lines,NA,Elite_1H2,PI601170,19.6
validation population,LH85,Elite Inbred lines,NA,Elite_2D6,PI601405,13.4
validation population,LH93,Elite Inbred lines,NA,Elite_1H3,PI601171,14.7
validation population,LIBC 4,Elite Inbred lines,NA,Elite_1D10,PI555650,15
validation population,LP1 CMS HT,Elite Inbred lines,NA,Elite_1F2,PI600755,15.1
validation population,LP1 NR HT,Elite Inbred lines,NA,Elite_1E12,PI600729,14
validation population,LP5,Elite Inbred lines,NA,Elite_2D2,PI601378,17.7
validation population,Lp215D,Elite Inbred lines,NA,Elite_1C6,PI547107,15.7
validation population,MBNA,Elite Inbred lines,NA,Elite_1H8,PI601209,12.3
validation population,MBPM,Elite Inbred lines,NA,Elite_2D12,PI601440,16.8
validation population,MBSJ,Elite Inbred lines,NA,Elite_1D4,PI548838,14
validation population,MBST,Elite Inbred lines,NA,Elite_2G9,PI601566,12.4
validation population,MBUB,Elite Inbred lines,NA,Elite_1D5,PI548839,16.3
validation population,MDF-13D,Elite Inbred lines,NA,Elite_1F8,PI600956,12.3
validation population,ML606,Elite Inbred lines,NA,Elite_1E10,PI583774,12.3
validation population,MM402A,Elite Inbred lines,NA,Elite_1D8,PI554615,15
validation population,Mo17,Elite Inbred lines,NA,Elite_1B12,Mo17,15.5
validation population,NL001,Elite Inbred lines,NA,Elite_1C3,PI546485,13.7
validation population,NQ508,Elite Inbred lines,NA,Elite_1D12,PI559918,13.9
validation population,NS501,Elite Inbred lines,NA,Elite_2H8,PI601583,12.7
validation population,NS701,Elite Inbred lines,NA,Elite_2D8,PI601417,14.4
validation population,OQ603,Elite Inbred lines,NA,Elite_2H9,PI601584,12.6
validation population,PB80,Elite Inbred lines,NA,Elite_2E1,PI601441,16.4
validation population,PHBA6,Elite Inbred lines,NA,Elite_1E1,PI559935,16.5
validation population,PHG29,Elite Inbred lines,NA,Elite_2A2,PI601270,14.9
validation population,PHG35,Elite Inbred lines,NA,Elite_1G6,PI601008,13.6
validation population,PHG39,Elite Inbred lines,NA,Elite_1F12,PI600981,13.8
validation population,PHG47,Elite Inbred lines,NA,Elite_2B2,PI601318,15.1
validation population,PHG50,Elite Inbred lines,NA,Elite_1G4,PI601006,14.3
validation population,PHG71,Elite Inbred lines,NA,Elite_1G12,PI601150,12.6
validation population,PHG72,Elite Inbred lines,NA,Elite_2B3,PI601319,14.6
validation population,PHG83,Elite Inbred lines,NA,Elite_1H11,PI601229,13.8
validation population,PHG84,Elite Inbred lines,NA,Elite_2B4,PI601320,15.1
validation population,PHG86,Elite Inbred lines,NA,Elite_2E2,PI601442,15.4
validation population,PHH93,Elite Inbred lines,NA,Elite_2G10,PI601567,13.4
validation population,PHJ31,Elite Inbred lines,NA,Elite_3B3,PI601773,13.9
validation population,PHJ33,Elite Inbred lines,NA,Elite_3B4,PI601774,12.6
validation population,PHJ40,Elite Inbred lines,NA,Elite_2B5,PI601321,12.2
validation population,PHJ65,Elite Inbred lines,NA,Elite_1B5,PI543840,14
validation population,PHJ70,Elite Inbred lines,NA,Elite_3B5,PI601775,17.8
validation population,PHJ75,Elite Inbred lines,NA,Elite_3B6,PI601776,13.4
validation population,PHJ89,Elite Inbred lines,NA,Elite_1C7,PI548798,13.8
validation population,PHK05,Elite Inbred lines,NA,Elite_2E7,PI601467,10.9
validation population,PHK29,Elite Inbred lines,NA,Elite_2E8,PI601468,15.3
validation population,PHK35,Elite Inbred lines,NA,Elite_3B7,PI601777,17
validation population,PHK42,Elite Inbred lines,NA,Elite_2F5,PI601495,15.6
validation population,PHK76,Elite Inbred lines,NA,Elite_2F6,PI601496,13.8
validation population,PHK93,Elite Inbred lines,NA,Elite_1C8,PI548800,14.1
validation population,PHM10,Elite Inbred lines,NA,Elite_3B8,PI601778,14.2
validation population,PHM49,Elite Inbred lines,NA,Elite_2G11,PI601568,15.1
validation population,PHM57,Elite Inbred lines,NA,Elite_3B9,PI601779,15
validation population,PHM81,Elite Inbred lines,NA,Elite_1C9,PI548801,14.1
validation population,PHN11,Elite Inbred lines,NA,Elite_2F7,PI601497,14.2
validation population,PHN29,Elite Inbred lines,NA,Elite_3B10,PI601780,13.7
validation population,PHN34,Elite Inbred lines,NA,Elite_1B6,PI543843,14.2
validation population,PHN37,Elite Inbred lines,NA,Elite_3B11,PI601781,13
validation population,PHN47,Elite Inbred lines,NA,Elite_2G12,PI601569,14.2
validation population,PHN66,Elite Inbred lines,NA,Elite_1C10,PI548802,14.1
validation population,PHN73,Elite Inbred lines,NA,Elite_3C1,PI601782,14.1
validation population,PHN82,Elite Inbred lines,NA,Elite_3C2,PI601783,15.9
validation population,PHP02,Elite Inbred lines,NA,Elite_2H1,PI601570,15.4
validation population,PHP55,Elite Inbred lines,NA,Elite_3C3,PI601784,13.8
validation population,PHP60,Elite Inbred lines,NA,Elite_3C4,PI601785,14.3
validation population,PHP76,Elite Inbred lines,NA,Elite_1B7,PI543846,14.6
validation population,PHP85,Elite Inbred lines,NA,Elite_1E2,PI559944,14
validation population,PHPR5,Elite Inbred lines,NA,Elite_1E3,PI559945,14.7
validation population,PHR25,Elite Inbred lines,NA,Elite_2E9,PI601469,16.7
validation population,PHR30,Elite Inbred lines,NA,Elite_1E4,PI559946,13
validation population,PHR32,Elite Inbred lines,NA,Elite_2H2,PI601571,14.1
validation population,PHR36,Elite Inbred lines,NA,Elite_2C7,PI601361,13
validation population,PHR47,Elite Inbred lines,NA,Elite_2H3,PI601572,14
validation population,PHR55,Elite Inbred lines,NA,Elite_1C11,PI548804,15.8
validation population,PHR58,Elite Inbred lines,NA,Elite_1D1,PI548805,13.2
validation population,PHR62,Elite Inbred lines,NA,Elite_3C5,PI601786,14.8
validation population,PHR63,Elite Inbred lines,NA,Elite_3C6,PI601787,16.7
validation population,PHT10,Elite Inbred lines,NA,Elite_2H4,PI601573,14.8
validation population,PHT22,Elite Inbred lines,NA,Elite_3C7,PI601788,15
validation population,PHT55,Elite Inbred lines,NA,Elite_2F8,PI601498,15.8
validation population,PHT60,Elite Inbred lines,NA,Elite_2H5,PI601574,12.9
validation population,PHT69,Elite Inbred lines,NA,Elite_1E5,PI559949,13.7
validation population,PHT77,Elite Inbred lines,NA,Elite_2F9,PI601499,13.4
validation population,PHV07,Elite Inbred lines,NA,Elite_1B8,PI543847,13.9
validation population,PHV37,Elite Inbred lines,NA,Elite_3C8,PI601789,15.3
validation population,PHV53,Elite Inbred lines,NA,Elite_1E6,PI559952,13
validation population,PHV63,Elite Inbred lines,NA,Elite_2F10,PI601500,16
validation population,PHV78,Elite Inbred lines,NA,Elite_2E10,PI601470,14.2
validation population,PHVA9,Elite Inbred lines,NA,Elite_1E7,PI559953,14.3
validation population,PHW03,Elite Inbred lines,NA,Elite_3C9,PI601790,13.9
validation population,PHW17,Elite Inbred lines,NA,Elite_2C8,PI601362,16.3
validation population,PHW20,Elite Inbred lines,NA,Elite_3C10,PI601791,16.9
validation population,PHW30,Elite Inbred lines,NA,Elite_1D2,PI548808,14.6
validation population,PHW43,Elite Inbred lines,NA,Elite_3C11,PI601792,16.7
validation population,PHW51,Elite Inbred lines,NA,Elite_1B9,PI543849,13.8
validation population,PHW52,Elite Inbred lines,NA,Elite_2H6,PI601575,14.4
validation population,PHW65,Elite Inbred lines,NA,Elite_2F11,PI601501,16.8
validation population,PHW79,Elite Inbred lines,NA,Elite_2H7,PI601576,13.1
validation population,PHWG5,Elite Inbred lines,NA,Elite_1E8,PI559954,12.7
validation population,PHZ51,Elite Inbred lines,NA,Elite_2B6,PI601322,12.6
validation population,Q381,Elite Inbred lines,NA,Elite_1H5,PI601190,13.8
validation population,RS 710,Elite Inbred lines,NA,Elite_1B4,PI539930,16.4
validation population,S8324,Elite Inbred lines,NA,Elite_2H11,PI601611,15.8
validation population,S8326,Elite Inbred lines,NA,Elite_2H12,PI601612,13.8
validation population,Seagull Seventeen,Elite Inbred lines,NA,Elite_1F1,PI600751,10.8
validation population,W8304,Elite Inbred lines,NA,Elite_2F12,PI601502,17.4
validation population,W8555,Elite Inbred lines,NA,Elite_3B1,PI601729,17.1
validation population,WIL500,Elite Inbred lines,NA,Elite_3A6,PI601689,14.3
validation population,WIL900,Elite Inbred lines,NA,Elite_3A3,PI601684,12.1
validation population,WIL901,Elite Inbred lines,NA,Elite_3A4,PI601685,12.3
validation population,WIL903,Elite Inbred lines,NA,Elite_3A5,PI601686,12.1
validation population,ZS01250,Elite Inbred lines,NA,Elite_1E11,PI595616,13.8
validation population,High KRN,USDA germplasm,NA,XBSA_1A1,Ames12732,23
validation population,Random KRN,USDA germplasm,NA,XBSA_6A7,Ames12736,16
validation population,High KRN,USDA germplasm,NA,XBSA_1H2,Ames15667,20
validation population,High KRN,USDA germplasm,NA,XBSA_1H3,Ames15668,21
validation population,Low KRN,USDA germplasm,NA,XBSA_4G1,Ames18999,9
validation population,High KRN,USDA germplasm,NA,XBSA_1A2,Ames21961,21
validation population,Low KRN,USDA germplasm,NA,XBSA_4A1,Ames21969,7
validation population,Low KRN,USDA germplasm,NA,XBSA_4G2,Ames21971,7
validation population,Low KRN,USDA germplasm,NA,XBSA_4G3,Ames21974,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4G4,Ames21976,8
validation population,Random KRN,USDA germplasm,NA,XBSA_6A6,Ames21977,17
validation population,Random KRN,USDA germplasm,NA,XBSA_6A5,Ames22012,12
validation population,Low KRN,USDA germplasm,NA,XBSA_4H1,Ames22035,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4H2,Ames22049,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6H4,Ames22053,10
validation population,Low KRN,USDA germplasm,NA,XBSA_4H3,Ames22054,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6H3,Ames22062,14
validation population,Low KRN,USDA germplasm,NA,XBSA_4A2,Ames22640,6
validation population,Random KRN,USDA germplasm,NA,XBSA_6H2,Ames22752,15
validation population,Random KRN,USDA germplasm,NA,XBSA_6B5,Ames2337,15
validation population,Random KRN,USDA germplasm,NA,XBSA_6H1,Ames23400,14
validation population,High KRN,USDA germplasm,NA,XBSA_1H4,Ames23428,20
validation population,Low KRN,USDA germplasm,NA,XBSA_4H4,Ames23478,8
validation population,Random KRN,USDA germplasm,NA,XBSA_6G4,Ames23502,14
validation population,Low KRN,USDA germplasm,NA,XBSA_4A5,Ames23506,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4A6,Ames23507,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F1,Ames2355,8
validation population,Random KRN,USDA germplasm,NA,XBSA_6G3,Ames24590,17
validation population,Random KRN,USDA germplasm,NA,XBSA_6G2,Ames24731,13
validation population,Random KRN,USDA germplasm,NA,XBSA_6G1,Ames24741,12
validation population,Low KRN,USDA germplasm,NA,XBSA_4A7,Ames24975,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6F4,Ames25208,14
validation population,Random KRN,USDA germplasm,NA,XBSA_6F3,Ames25216,16
validation population,Low KRN,USDA germplasm,NA,XBSA_4A8,Ames25368,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4B5,Ames25369,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6F2,Ames25374,15
validation population,High KRN,USDA germplasm,NA,XBSA_1A5,Ames26004,21
validation population,Random KRN,USDA germplasm,NA,XBSA_6F1,Ames26754,15
validation population,High KRN,USDA germplasm,NA,XBSA_1A6,Ames26780,18.5
validation population,Random KRN,USDA germplasm,NA,XBSA_6E4,Ames26783,15
validation population,Low KRN,USDA germplasm,NA,XBSA_4A3,Ames26976,8
validation population,Low KRN,USDA germplasm,NA,XBSA_4A4,Ames26977,8
validation population,Low KRN,USDA germplasm,NA,XBSA_4B6,Ames26978,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4B1,Ames27071,8
validation population,High KRN,USDA germplasm,NA,XBSA_1A7,Ames27117,20
validation population,High KRN,USDA germplasm,NA,XBSA_1A8,Ames27136,20
validation population,High KRN,USDA germplasm,NA,XBSA_1B5,Ames27159,19
validation population,High KRN,USDA germplasm,NA,XBSA_1B6,Ames27160,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6E3,Ames27177,13
validation population,Random KRN,USDA germplasm,NA,XBSA_6E2,Ames27196,10
validation population,Low KRN,USDA germplasm,NA,XBSA_4B7,Ames27258,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6E1,Ames27259,11
validation population,Low KRN,USDA germplasm,NA,XBSA_4F2,Ames2753,8
validation population,Low KRN,USDA germplasm,NA,XBSA_4F3,Ames2754,9
validation population,Low KRN,USDA germplasm,NA,XBSA_4F4,Ames2757,8
validation population,Random KRN,USDA germplasm,NA,XBSA_6D4,Ames28413,16
validation population,High KRN,USDA germplasm,NA,XBSA_1B7,Ames28771,21
validation population,High KRN,USDA germplasm,NA,XBSA_1B8,Ames28772,19
validation population,High KRN,USDA germplasm,NA,XBSA_1C5,Ames28941,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6D3,Ames28942,15
validation population,Random KRN,USDA germplasm,NA,XBSA_6D2,Ames28946,16
validation population,High KRN,USDA germplasm,NA,XBSA_1C6,Ames28948,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6D1,Ames28951,15
validation population,Random KRN,USDA germplasm,NA,XBSA_6C4,Ames28981,13
validation population,Random KRN,USDA germplasm,NA,XBSA_6C3,Ames28983,15
validation population,High KRN,USDA germplasm,NA,XBSA_1C7,Ames29308,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6A8,Ames3125,14
validation population,Random KRN,USDA germplasm,NA,XBSA_6C2,CIze23,17
validation population,High KRN,USDA germplasm,NA,XBSA_1C8,CIze49,19
validation population,Low KRN,USDA germplasm,NA,XBSA_4D7,NSL202125,8
validation population,Random KRN,USDA germplasm,NA,XBSA_7B2,NSL246154,16
validation population,Low KRN,USDA germplasm,NA,XBSA_4D8,NSL250323,8
validation population,Random KRN,USDA germplasm,NA,XBSA_7B1,NSL283388,13
validation population,High KRN,USDA germplasm,NA,XBSA_1F5,NSL283395,20
validation population,High KRN,USDA germplasm,NA,XBSA_1D6,NSL28968,19
validation population,Random KRN,USDA germplasm,NA,XBSA_6C1,NSL29305,16
validation population,Random KRN,USDA germplasm,NA,XBSA_6B4,NSL30054,13
validation population,Random KRN,USDA germplasm,NA,XBSA_6B3,NSL30061,16
validation population,High KRN,USDA germplasm,NA,XBSA_1D7,NSL30874,19
validation population,High KRN,USDA germplasm,NA,XBSA_1D8,NSL30876,19
validation population,High KRN,USDA germplasm,NA,XBSA_1E5,NSL30880,19
validation population,High KRN,USDA germplasm,NA,XBSA_1A3,NSL30903,22
validation population,Low KRN,USDA germplasm,NA,XBSA_4C7,NSL32721,9
validation population,Random KRN,USDA germplasm,NA,XBSA_6B2,NSL32723,13
