<Trait>	20KernelWeight	CobColor	CobDiameter	CobDiameter	CobWeight	CobWeight	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaystoSilk	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	DaysToTassel	EarDiameter	EarDiameter	EarLength	EarLength	EarRankNumber	EarRankNumber	EarRowNumber	EarRowNumber	EarWeight	EarWeight	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	GerminationCount	HerbicideSensitivity	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafLength	LeafSheathLength	LeafWidth-BorderPlant	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	LeafWidth	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MainSpikeLength	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	MiddleLeafAngle	NorthernLeafBlight-IncubationPeriod	NorthernLeafBlight(Percentage)	NorthernLeafBlight(Percentage)	NorthernLeafBlight	NumberofLeaves	NumberofTilleringPlants	NumberofTilleringPlants	Phylotaxy	RowQuality	RowQuality	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SecondaryBranchNumber	SeedSetLength	Spikelets-MainSpike	Spikelets-MainSpike	Spikelets-PrimaryBranch	Spikelets-PrimaryBranch	StandCount	StandCount	StandCount	StandCount	StandCount	StandCount	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselBranchLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselLength	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselPrimaryBranches	TasselSterility	TilleringIndex-BorderPlant	TilleringIndex	TilleringIndex	TilleringIndex	TilleringIndex	TotalKernelVolume	TotalKernelVolume	UpperLeafAngle-BorderPlant	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle	UpperLeafAngle
Z020E0149	4.05	-999	-999	29.055	-999	18.35	92	91	78	59	82	73	72	89	-999	71	84	89	78	61	80	75	72	89	-999	70	-999	39.825	-999	134.005	-999	21	-999	16.5	-999	66.55	3	8	9	6	-999	5	4	-999	689	954	820	723	860	-999	781	994	904	116	90	68	89	75	75	76	-999	72	88	89	185	275	304	-999	218	224	284	-999	65	-999	-999	-999	60	-999	-999	-999	-999	-999	3	4.5	0	-999	-999	1	2	-999	-999	-999	1	-999	-999	28	33	15	14	7	-999	9	7	-999	15	-999	-999	-999	168	244	356	352	-999	282	287	380	-999	9	9	6	-999	8	9	10	-999	2	0	-999	1	0	-999	-999	60	-999	75	75	75	-999	75	70	75	70	-999
Z020E0150	5.45	-999	-999	23.54	-999	13	81	98	78	55	81	74	71	86	-999	69	81	97	78	54	81	74	71	86	-999	68	-999	37.025	-999	146.705	-999	25	-999	12	-999	72.2	11	8	12	6	6	7	9	-999	791	908	902	797	893	928	829	894	951	119	93	69	92.5	79	63	96	104	79	86	91.5	185	247	246	193	204	155	230	-999	75	30	-999	-999	62.5	-999	-999	22	-999	15	2	5	0	-999	-999	2	3	-999	-999	-999	2	-999	-999	26	21	16	15	7	-999	13	6	-999	10	-999	-999	-999	208	300	363	331	290	313	288	318	-999	14	15	11	11	14	20	15	-999	-999	0	-999	0	0	-999	-999	72.5	65	65	75	70	50	70	60	80	70	-999
Z020E0151	5.56	-999	-999	26.39	-999	22.835	86	113	82	59	94	75	73	-999	-999	72	84	103	79	58	86	72	71	-999	-999	69	-999	40.13	-999	162.66	-999	25.5	-999	12	-999	99.365	2	10	10	6	-999	1	2	-999	820	860.5	772	654	-999	786	843	1080	988	135	-999	95	89	89	60	85	84	84	101	110	198	214	235	189	-999	134	204	-999	50	50	-999	-999	-999	-999	-999	-999	-999	-999	3	4	0	-999	137.5	1	3	-999	-999	-999	3	-999	-999	23	27	13	11	6	-999	11	6	-999	9	-999	-999	-999	188	286	365	321	288	-999	255	350	-999	10	18	10	8	15	16	19	-999	-999	0	-999	0	0	-999	-999	92.5	75	85	80	85	60	80	-999	80	80	-999
Z020E0152	4.85	-999	-999	21.7	-999	10.7	85	115	83	56	88	79	75	96	-999	74	84	102	80	57	86	75	75	89	-999	70	-999	35.295	-999	135.995	-999	21.5	-999	11	-999	61.65	8	9	11	6	5	5	0	-999	906	947	898	763	817	913	923	1034	-999	136	82	79	79.5	85	76	91	81	80	81	-999	271	241	237	193	251	177	245	-999	55	55	-999	-999	70	-999	-999	21	-999	-999	4	4.5	0	-999	177.5	3	4	-999	-999	-999	1	-999	-999	21	28	14	13	8	-999	13	7	-999	14	-999	-999	-999	160	458	388	346	287	369	317	377	-999	14	10	9	7	9	11	9	-999	-999	0	-999	0	0	-999	-999	65	75	70	80	70	50	70	65	75	75	-999
Z020E0153	3.23	-999	-999	24.095	-999	15.14	81	93	76	59	83	71	71	84	-999	66	81	90	77	60	81	71	70	84	-999	67	-999	36.21	-999	148.805	-999	29.5	-999	13	-999	68.04	7	10	12	6	9	7	0	-999	756	921.5	863	717	831	770	911	877	-999	134	91	81	109.5	98	77	94	97	84	97	-999	225	265	230	146	322	195	219	-999	50	35	-999	-999	65	-999	-999	15	-999	18.33333333	3	5	0	-999	-999	2	3	-999	-999	-999	3	-999	-999	31	17	17	6	7	-999	14	6	-999	11	-999	-999	-999	244	326	371	326	225	446	307	317	-999	16	13	10	10	11	19	16	-999	1	0	-999	0	0	-999	-999	72.5	85	75	70	85	60	85	85	80	75	-999
Z020E0154	4.2	-999	-999	21.665	-999	9.05	86	93	82	57	84	72	73	-999	-999	71	114	90	78	56	83	72	71	-999	-999	69	-999	39.33	-999	118.745	-999	24	-999	16	-999	72.6	10	9	11	6	1	-999	2	-999	576	776	698	782	820	670	786	757	669	126	-999	66	83	75	84	80	84	82	78	94	214	250	255	212.5	262	147	247	-999	50	30	-999	-999	50	-999	-999	21	-999	-999	3	-999	0	-999	-999	2	4	-999	-999	-999	3	-999	-999	19	16	12	14	7	-999	11	6	-999	9	-999	-999	-999	198	356	356	338	322	353	248	356	-999	11	14	11	11	17	13	12	-999	-999	0	-999	0	0	-999	-999	87.5	-999	75	55	60	55	60	60	60	55	-999
Z020E0155	3.48	-999	-999	25.47	-999	10.69	83	93	72	55	83	74	73	85	-999	69	84	93	75	56	83	75	72	85	-999	68	-999	34.795	-999	120.675	-999	20.5	-999	16.5	-999	57.5	4	9	12	5	-999	9	0	-999	595	834	771	705	834	832	851	848	-999	126	82	86	85.5	76	87	84	84	77	86	-999	184	202	208	188	236	167	212	-999	60	45	-999	-999	75	-999	-999	-999	-999	-999	3	5	0	-999	-999	2	3	-999	-999	-999	3	-999	-999	30	40	12	13	8	-999	11	7	-999	10	-999	-999	-999	150	260	295	252	275	316	251	307	-999	13	13	7	9	11	9	12	-999	-999	0	-999	0	0	-999	-999	60	80	75	75	75	55	75	75	75	75	-999
Z020E0156	4.55	-999	-999	25.515	12	18.45	80	91	75	54	82	74	69	85	-999	69	80	90	75	54	80	73	70	87	-999	69	36	37.205	125	165.93	21	28	12	14.5	35.2	74.15	14	7	11	6	6	9	0	-999	696	871	766	647	733	847	835	815	-999	130	81	73	88	78	59	72	74	71	83	-999	298	282	283	210	260	244	284	-999	55	55	-999	-999	67.5	-999	-999	18	-999	21.66666667	3	4.5	0	-999	136.25	1	4	-999	-999	-999	1	-999	101	18	22	13	10	8	-999	8	6	-999	13	-999	-999	-999	240	400	371	360	266	322	362	357	-999	6	6	5	3	5	8	6	-999	-999	0	-999	0	1	-999	50	77.5	72.5	60	65	60	50	60	75	60	60	-999
Z020E0157	4.1	-999	-999	29.005	-999	20	84	87	70	58	82	72	71	87	-999	66	84	86	70	57	80	69	69	87	-999	65	-999	42.3	-999	127.965	-999	22	-999	20	-999	72.95	2	7	11	5	-999	4	3	-999	555	719	691	686	746	-999	740	890	742	128	100.5	75	80.5	90	91	95	-999	96	92	108	202	256	242	208	196	219	212	-999	60	40	-999	-999	50	-999	-999	-999	-999	-999	4	4.5	0	-999	200	2	3	-999	-999	-999	1	-999	-999	18	42	15	16	6	-999	12	6	-999	10	-999	-999	-999	168	278	325	296	270	261	309	300	-999	8	11	9	7	13	13	13	-999	-999	0	-999	1	0	-999	-999	80	85	65	70	70	50	65	80	75	75	-999
Z020E0158	5.15	-999	-999	24.39	-999	20.5	94	-999	78	59	88	77	80	94	-999	72	92	-999	78	59	85	77	73	93	-999	70	-999	38.425	-999	171.1	-999	30	-999	12	-999	86.1	2	1	8	6	-999	5	5	-999	865	-999	925	751	817	1008	1007	1051	871	124	87	76	-999	80	78	103	87	90	71	88	317	-999	333	236	268	260	341	-999	70	-999	-999	-999	60	-999	-999	-999	-999	-999	2	5.5	0	-999	-999	4	3	-999	-999	-999	1	-999	-999	12	19	8	10	6	-999	6	6	-999	14	-999	-999	-999	240	403	-999	423	319	324	360	432	-999	7	-999	6	5	6	11	10	-999	-999	0	-999	1	1	-999	-999	87.5	75	70	-999	75	50	65	60	75	75	-999
Z020E0159	-999	-999	-999	24.81	-999	8.9	87	102	85	60	88	74	72	86	-999	72	114	102	80	-999	86	75	71	87	-999	73	-999	34.455	-999	94.7	-999	-999	-999	13	-999	-999	5	10	11	5	-999	7	0	-999	612	818.5	674	756	741	741	836	813	-999	92	97	94	94.5	68	98	90	100	102	102	-999	274	241	206	171	189	248	298	-999	70	25	-999	-999	60	-999	-999	-999	-999	-999	3	4.5	0	-999	-999	2	3	-999	-999	-999	2	-999	-999	18	20	11	8	7	-999	8	6	-999	10	-999	-999	-999	206	382	305	264	252	261	319	378	-999	5	6	4	6	7	7	6	-999	-999	0	-999	0	1	-999	-999	-999	-999	45	55	65	50	75	50	65	60	-999
Z020E0160	3.15	-999	-999	21.765	-999	5.35	-999	103	85	60	101	77	77	98	-999	74	92	102	80	-999	89	74	72	94	-999	72	-999	29.33	-999	75.945	-999	12.5	-999	12.5	-999	18.35	9	9	9	5	-999	3	0	-999	724	795.5	765	638	854	777.5	818	860	-999	139	-999	83	79.5	68	68	87	64.5	77	87	-999	202	210	218	176	-999	200	194	-999	55	45	-999	-999	60	-999	-999	-999	-999	-999	4	4.5	0	-999	200	2	3	-999	-999	-999	1	-999	-999	18	22	10	8	7	-999	8	6	-999	13	-999	-999	-999	191	305	304	280	262	-999	274	320	-999	5	8	5	5	7	8	14	-999	-999	0	-999	0	1	-999	-999	12.5	75	75	75	70	55	80	60	75	80	-999
Z020E0161	3.135	-999	-999	28.72	-999	14.44	-999	104	82	60	89	82	73	95	-999	75	92	102	80	60	86	80	72	91	-999	73	-999	38.595	-999	132.625	-999	23	-999	15	-999	44.4	3	6	8	4	-999	5	1	-999	425	792	837	722	734	748	844	912	-999	129	80	54	77.5	82	73	82	82	81	84	-999	308	275	331	190	251	232	289	-999	65	55	-999	-999	70	-999	-999	-999	-999	-999	3	5	0	-999	-999	2	3	-999	-999	-999	2	-999	-999	26	31	12	10	7	-999	11	6	-999	12	-999	-999	-999	179	357	354	407	289	355	312	372	-999	4	6	7	9	7	10	9	-999	-999	0	-999	0	1	-999	-999	40	70	85	75	75	50	85	80	80	75	-999
Z020E0162	3.205	-999	-999	26.23	-999	14.86	94	105	84	63	97	80	76	94	-999	75	-999	104	81	-999	96	80	76	93	-999	74	-999	35.935	-999	140.69	-999	21	-999	15	-999	45.615	3	5	9	6	5	5	0	-999	638	850	944	673	901	607	814	949	813	128	-999	51	73	84	71	80	55	74	74	84	-999	255	260	217	-999	229	285	-999	65	50	-999	-999	-999	-999	-999	20	-999	-999	3	5.5	0	2	-999	3	3	-999	-999	-999	0	-999	-999	-999	36	-999	8	6	-999	6	6	-999	6	-999	-999	-999	202	-999	322	302	262	-999	278	327	-999	4	5	4	2	-999	5	6	-999	1	0	-999	1	0	1	-999	42.5	-999	-999	80	80	55	-999	75	80	75	-999
Z020E0163	3.9	-999	-999	24.88	-999	12.9	92	103	86	60	99	81	78	97	-999	74	-999	103	84	-999	94	80	78	97	-999	73	-999	34.43	-999	112.215	-999	14	-999	12.5	-999	-999	3	10	11	3	4	2	0	-999	700	945	852	818	847	929	880	939	-999	151	93	54	102.5	80	95	92	82	81	70	-999	267	287	319	250	-999	225	331	-999	55	55	-999	-999	65	-999	-999	14	-999	30	3	3.5	0	-999	-999	3	3	-999	-999	-999	1	-999	-999	13	28	9	9	7	-999	13	7	-999	11	-999	-999	-999	219	375	375	431	349	-999	319	461	-999	9	7	5	7	-999	6	14	-999	-999	0	-999	0	0	-999	-999	-999	-999	70	-999	-999	55	-999	-999	80	75	-999
Z020E0164	4.25	-999	-999	26.84	-999	11.95	-999	111	86	60	95	82	77	92	-999	75	92	104	82	61	91	79	77	92	-999	75	-999	39.275	-999	119.715	-999	23.5	-999	16	-999	57	4	7	11	5	-999	10	4	-999	463	861	861	741	858	694	905	827	844	109	71	58	84.5	82	68	89	57	77	73	81	210	210	276	146	202	128	241	-999	50	35	-999	-999	70	-999	-999	-999	-999	-999	4	4.5	0	-999	-999	2	2	-999	-999	-999	4	-999	-999	24	20	12	16	7	-999	14	6	-999	12	-999	-999	-999	138	368	323	396	269	310	240	401	-999	12	22	16	25	21	20	25	-999	-999	0	-999	1	0	-999	-999	62.5	75	80	70	75	55	75	-999	80	75	-999
Z020E0165	4	-999	-999	23.11	-999	18.25	84	95	75	56	81	72	71	86	-999	69	-999	93	75	55	81	72	71	87	-999	69	-999	35.685	-999	165.31	-999	28	-999	12	-999	68.8	3	3	8	3	7	1	0	-999	598	854	686	701	787	791	669	858	-999	124	97	70	105.5	74	76	91	86	89	81	-999	301	250	267	214	275	217	267	-999	40	35	-999	-999	55	-999	-999	15	-999	23.33333333	3	4.5	0	-999	-999	3	4	-999	-999	-999	2	-999	-999	28	35	23	12	5	-999	10	7	-999	8	-999	-999	-999	216	410	360	361	281	338	330	365	-999	8	11	7	6	6	11	10	-999	-999	0	-999	0	1	-999	-999	77.5	75	40	65	55	35	75	70	60	60	-999
Z020E0166	2.2	-999	-999	22.215	-999	10.75	79	95	72	55	82	69	69	82	-999	65	78	92	72	53	80	68	68	79	-999	64	-999	34.51	-999	131.77	-999	28	-999	14	-999	45.15	13	9	10	6	5	6	0	-999	619	793.5	722	660	763	807	801	844	-999	119	90	72	86	84	69	87	94	82	89	-999	225	200	227	203	260	163	213	-999	65	40	-999	-999	55	-999	-999	16	-999	25	3	4	0	-999	-999	1	2	-999	-999	-999	3	-999	-999	29	42	17	14	6	-999	12	6	-999	13	-999	-999	-999	174	310	302	331	306	367	308	310	-999	17	14	13	13	17	17	16	-999	1	0	-999	0	0	-999	-999	52.5	75	65	65	55	50	55	70	70	65	-999
Z020E0167	-999	-999	-999	26.425	-999	13.745	84	92	76	56	85	72	71	87	-999	69	84	92	76	54	86	73	71	86	-999	69	-999	-999	-999	130.315	-999	-999	-999	-999	-999	-999	8	5	10	6	6	10	0	-999	681	785.5	787	754	832	-999	732	834	-999	123	96	86	104	95	74	88	-999	86	88	-999	272	220	229	205	206	176	264	-999	50	15	-999	-999	50	-999	-999	14	-999	31.66666667	3	4.5	0	-999	-999	2	4	-999	-999	-999	1	-999	-999	22	21	16	15	6	-999	8	7	-999	14	-999	-999	-999	158	352	294	307	267	261	269	342	-999	6	12	12	6	9	7	9	-999	-999	0	-999	0	0	-999	-999	-999	-999	-999	55	40	45	40	-999	60	40	-999
Z020E0168	2.13	-999	-999	24.65	-999	9.96	86	104	78	61	90	72	72	92	-999	74	82	97	74	60	84	69	70	88	-999	70	-999	33.15	-999	143.2	-999	28	-999	14	-999	36.305	7	10	9	6	4	7	1	-999	732	755.5	785	728	747	784	848	903	821	139	101	86	89.5	87	69	99	81	89	79	91	221	218	229	184	-999	187	248	-999	50	30	-999	-999	65	-999	-999	14	-999	16.66666667	3	4.5	0	-999	-999	2	3	-999	-999	-999	2	-999	-999	28	38	12	13	6	-999	10	7	-999	11	-999	-999	-999	181	329	347	338	283	-999	336	368	-999	13	15	14	12	12	23	14	-999	-999	0	-999	0	0	-999	-999	45	65	65	75	70	50	75	65	75	65	-999
Z020E0169	4.5	-999	-999	23.045	-999	11.95	83	90	79	58	89	72	72	88	-999	71	82	90	78	-999	88	72	71	92	-999	70	-999	38.74	-999	147.085	-999	30.5	-999	13	-999	86.95	6	5	12	6	7	4	2	-999	623	667	713	598	664	680	716	676	643	117	93	104	101.5	82	92	96	105	106	105	86	247	245	255.5	160	206	197	230	-999	55	35	-999	-999	70	-999	-999	12	-999	20	4	3.5	0	-999	-999	3	3	-999	-999	-999	3	-999	-999	32	42	13	12	8	-999	11	5	-999	12	-999	-999	-999	134	324	339	363.5	219	290	263	300	-999	13	10	9.5	7	10	8	10	-999	-999	0	-999	1	0	-999	-999	95	-999	85	75	80	60	75	-999	75	80	-999
Z020E0170	4.04	-999	-999	30.58	-999	21.415	86	91	77	55	88	70	73	83	-999	68	83	90	76	53	84	70	72	82	-999	68	-999	41.965	-999	156.175	-999	20	-999	16	-999	65.185	11	7	11	6	6	6	0	-999	760	849.5	834	703	811	791	905	934	-999	133	90	73	80.5	92	66	91	83	82	85	-999	225	237	254	190	224.5	197	234	-999	65	45	-999	-999	75	-999	-999	14	-999	18.33333333	4	5	0	-999	-999	2	3	-999	-999	-999	2	-999	-999	23	31	15	11	6	-999	13	6	-999	15	-999	-999	-999	171	358	366	338	291	304.5	292	347	-999	13	15	9	12	13.5	18	10	-999	-999	0	-999	0	0	-999	-999	65	85	80	80	80	55	80	80	80	80	-999
Z020E0171	4.825	-999	-999	26.36	-999	13.105	92	102	79	58	88	74	69	85	-999	71	92	97	76	57	85	73	69	85	-999	70	-999	39.04	-999	152.07	-999	23.5	-999	18	-999	88.175	5	7	10	6	-999	5	0	-999	433	813.5	831	679	828	831	788	838	-999	127	106	35	85.5	92	86	112	86	88	87	-999	233	232	243	234	222	203	280	-999	65	30	-999	-999	45	-999	-999	-999	-999	-999	2	6	0	-999	-999	1	3	-999	-999	-999	2	-999	-999	16	37	16	13	8	-999	11	7	-999	12	-999	-999	-999	206	294	300	308	316	281	276	338	-999	8	9	11	9	11	11	13	-999	-999	0	-999	1	1	-999	-999	95	80	85	75	80	60	80	75	75	75	-999
Z020E0172	3.5	-999	-999	22.785	-999	13.3	81	97	78	59	87	72	71	-999	-999	76	81	97	79	59	87	73	71	-999	-999	76	-999	38.91	-999	137.31	-999	31	-999	15.5	-999	91.15	1	7	9	6	-999	1	5	-999	639	773.5	686	676	817	746	853	763	786	133	68	63	60.5	61	53	68	59	61	60	66	271	249	316	227	284	246	247	-999	50	55	-999	-999	45	-999	-999	-999	-999	-999	3	6	0	-999	-999	2	4	-999	-999	-999	2	-999	-999	23	23	20	13	8	-999	10	7	-999	3	-999	-999	-999	190	366	345	399	343	383	318.5	341	-999	7	12	9	10	11	6	15	-999	-999	0	-999	0	0	-999	-999	97.5	55	70	65	70	60	70	65	70	70	-999
Z020E0173	3.8	-999	-999	36.365	-999	16.42	84	95	78	60	85	77	73	88	-999	69	114	93	79	59	84	75	70	86	-999	69	-999	48.6	-999	111.935	-999	19	-999	19	-999	62.94	5	9	8	6	6	6	1	-999	762	826.5	888	791	869	895	945	897	836	126	83	93	89	90	64	79	80	85	94	90	194	211	257	129	203	176	188	-999	60	35	-999	-999	60	-999	-999	19	-999	10	3	4.5	0	-999	197.5	3	4	-999	-999	-999	2	-999	-999	37	35	13	18	6	-999	13	5	-999	9	-999	-999	-999	126	273	276	331	217	305	286	329	-999	12	9	9	7	13	10	19	-999	-999	0	-999	0	1	-999	-999	80	55	60	70	75	45	65	-999	30	55	-999
Z020E0174	5.63	-999	-999	24.155	-999	12.37	92	97	79	60	87	72	73	91	-999	70	92	95	80	61	87	75	71	93	-999	69	-999	39.4	-999	134.92	-999	21.5	-999	14	-999	77.21	5	8	12	5	5	5	3	-999	724	817.5	858	825	725	893	889	844	831	139	80	66	86	78	70	91	81	84	78	83	280	293	333	201	-999	236	260	-999	50	45	-999	-999	65	-999	-999	21	-999	-999	4	4.5	1	-999	-999	2	3	-999	-999	-999	1	-999	-999	19	29	10	10	8	-999	11	6	-999	12	-999	-999	-999	208	381	393	374	271	-999	338	322	-999	8	8	4	9	-999	11	6	-999	-999	0	-999	1	1	-999	-999	112.5	-999	80	75	-999	60	70	-999	80	80	-999
Z020E0175	3.6	-999	-999	26.09	-999	17.2	-999	101	78	58	93	78	75	88	-999	74	92	99	77	58	90	76	74	87	-999	71	-999	40.285	-999	123.005	-999	21	-999	16.5	-999	58.45	16	10	10	5	4	8	2	-999	720	870	844	715	792	756	768	866	-999	152	-999	87	85.5	91	82	72	85	88	80	-999	258	284	239	196	-999	234	270	-999	85	45	-999	-999	75	-999	-999	20	-999	13.66666667	4	4.5	0	-999	-999	1	3	-999	-999	-999	3	-999	-999	14	20	10	12	7	-999	10	6	-999	13	-999	-999	-999	218	360	419	362	292	-999	353	380	-999	7	12	13	5	11	9	12	-999	-999	0	-999	0	0	-999	-999	55	-999	75	80	80	60	80	-999	75	80	-999
Z020E0176	4.385	-999	-999	24.86	-999	11.845	88	97	74	58	88	74	75	85	-999	73	84	97	75	60	91	75	80	88	-999	75	-999	37.38	-999	142.78	-999	31.5	-999	13.5	-999	65.735	10	8	10	6	2	3	3	-999	834	971.5	1002	785	961	889	1057	888	933	143	-999	106	95.5	91	80	83	77	87	92	92	265	242	248	224	304	205	277	-999	50	35	-999	-999	75	-999	-999	14	-999	-999	3	5	0	-999	-999	3	3	-999	-999	-999	3	-999	-999	19	23	14	17	6	-999	10	6	-999	7	-999	-999	-999	192	357	354	359.5	350	431	301	353	-999	11	18	17	17	13	13	14	-999	-999	0	-999	0	0	-999	-999	75	80	75	70	80	50	75	70	75	80	-999
Z020E0177	5.335	-999	-999	26.805	-999	21.285	79	86	70	50	78	68	66	79	-999	62	79	84	70	50	77	67	66	78	-999	62	-999	43.325	-999	152.48	-999	35.5	-999	14	-999	125.845	14	11	12	6	9	11	3	-999	623	915.5	845	658	817	775	787	918	980	141	102.5	61	88	101	61	79	97	85	79	92	232	304	259	265	272	260	283	-999	55	60	-999	-999	75	-999	-999	37	-999	10	3	5	0	-999	187.5	2	3	-999	-999	-999	3	-999	-999	14	17	9	15	7	-999	13	6	-999	15	-999	-999	-999	242	364	366	353	347	347	358	372	-999	13	5	9	6	7	14	13	-999	-999	0	-999	1	0	-999	-999	140	70	80	60	60	55	70	72.5	60	60	-999
Z020E0178	4.95	-999	-999	24.755	-999	18.85	90	93	79	60	83	74	72	-999	-999	73	88	92	76	59	82	72	70	-999	-999	70	-999	35.135	-999	174.475	-999	28.5	-999	13	-999	77.05	7	6	10	6	-999	-999	0	-999	647	856.5	911	757	828	972	938	862	-999	131	-999	75	81	84	68	73	93	88	75	-999	231	269	264	220	308	193	226	-999	70	55	-999	-999	70	-999	-999	-999	-999	-999	3	-999	0	-999	-999	2	3	-999	-999	-999	4	-999	-999	20	24	16	14	7	-999	14	4	-999	11	-999	-999	-999	224	303	377	360	288	386	330	329	-999	9	12	9	8	14	16	17	-999	-999	0	-999	1	0	-999	-999	67.5	80	75	75	70	60	80	75	80	80	-999
Z020E0179	3.85	-999	-999	22.575	-999	12.75	88	86	81	56	80	72	69	84	-999	69	87	85	79	55	77	72	69	84	-999	69	-999	35.25	-999	141.73	-999	27	-999	13	-999	72.2	4	9	10	6	-999	6	1	-999	672	804	750	788	809	840	815	874	798	133	81	73	83.5	67	71	93	82	79	70	96	182	266	260	180	231	156	214	-999	50	55	-999	-999	80	-999	-999	-999	-999	-999	3	5.5	0	-999	-999	1	3	-999	-999	-999	2	-999	-999	19	24	10	15	6	-999	14	5	-999	12	-999	-999	-999	141	302	363	314	269	264	255	333	-999	12	13	7	12	10	18	19	-999	-999	0	-999	1	0	-999	-999	77.5	65	75	65	70	60	75	60	75	70	-999
Z020E0180	3.47	-999	-999	24.075	-999	10.885	80	84	75	57	81	68	68	83	-999	74	79	84	73	-999	80	67	68	82	-999	70	-999	31.75	-999	149.84	-999	26	-999	14	-999	51.3	16	11	11	6	4	9	2	-999	726	957	769	685	867	921	938	916	806	131	79	63	91.5	76	57	86	86	88	70	72	266	278	252	191	-999	227	231	-999	45	40	-999	-999	60	-999	-999	22	-999	13.33333333	3	5	2	-999	-999	2	3	-999	-999	-999	2	-999	-999	20	34	16	16	7	-999	12	6	-999	9	-999	-999	-999	210	355	367	341	265	-999	299	334	-999	8	8	7	6	10	7	15	-999	-999	2	-999	1	0	-999	-999	52.5	80	75	75	60	60	75	75	75	70	-999
Z020E0181	3.65	-999	-999	24.97	-999	6.7	84	97	83	56	82	73	73	84	-999	67	84	97	82	57	82	73	73	85	-999	66	-999	34.175	-999	105.45	-999	20.5	-999	13	-999	38.6	5	7	12	5	-999	5	2	-999	751	891.5	880	766.5	862	892	832	985	815	144	99	79	97.5	81	80	100	88	91	101	100	278	322	195	230	307	227	285	-999	70	35	-999	-999	52.5	-999	-999	-999	-999	-999	2	4.5	1	-999	-999	3	3	-999	-999	-999	2	-999	-999	23	34	12	13	8	-999	12	7	-999	14	-999	-999	-999	226	394	412	266	321	407	329	377	-999	8	6	5	4	7	4	6	-999	-999	2	-999	1	0	-999	-999	42.5	85	80	80	-999	60	85	75	75	75	-999
Z020E0182	4.7	-999	-999	27.655	-999	9.85	83	97	79	58	80	69	71	84	-999	70	81	97	79	59	80	70	71	84	-999	69	-999	38.31	-999	89.715	-999	16	-999	15	-999	43.3	18	10	11	6	8	9	3	-999	645	772	637	720	836	873	673	675	-999	84	83	69	78	68	68	80	83	75	103	94	200	255	200	206	209	200	268	-999	65	45	-999	-999	65	-999	-999	21	-999	-999	2	6	9	5	-999	2	3	-999	-999	-999	2	-999	-999	17	19	12	10	8	-999	13	6	-999	13	-999	-999	-999	183	297	357	284	289	345	312	386	-999	16	14	7	9	15	15	14	-999	1	3	-999	1	1	2	-999	45	65	60	70	70	60	75	60	80	75	-999
Z020E0183	-999	-999	-999	-999	-999	-999	-999	104	87	60	92	81	77	99	-999	73	-999	102	83	60	86	80	74	97	-999	71	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	8	11	5	-999	2	1	-999	430	900	866	811	913	786	842	937	-999	137	76	46	72	59	69	79	68	82	74	-999	288	285	350	242	309	202	312	-999	55	55	-999	-999	55	-999	-999	-999	-999	-999	2	4.5	0	-999	138.75	2	3	-999	-999	-999	4	-999	-999	16	27	12	13	6	-999	14	6	-999	12	-999	-999	-999	180	378	364	428	346	371	289	416	-999	6	7	5	10	5	8	8	-999	-999	0	-999	0	1	-999	-999	-999	65	70	80	-999	55	65	40	75	75	-999
Z020E0184	2.615	-999	-999	31.315	-999	13.685	84	100	73	53	86	74	69	-999	-999	64	82	98	74	-999	83	72	69	-999	-999	64	-999	40.83	-999	133.395	-999	28	-999	21.5	-999	69.15	12	9	11	6	-999	-999	1	-999	678	722	762	705	757	780	772	744	-999	135	107	104	85.5	95	79	90	88	96	100	-999	295	292	-999	242	-999	206	320	-999	50	20	-999	-999	60	-999	-999	-999	-999	-999	2	-999	0	-999	-999	3	3	-999	-999	-999	2	-999	-999	22	35	13	21	6	-999	12	6	-999	14	-999	-999	-999	160	342	358	-999	317	-999	283	479	-999	6	5	-999	6	-999	10	14	-999	-999	0	-999	0	0	-999	-999	77.5	70	60	45	70	50	65	50	70	60	-999
