Genotype,Population,Subpopulation,KRN
Z010E0163,NAMRIL,Z010,13.7
Z010E0164,NAMRIL,Z010,15.3
Z010E0165,NAMRIL,Z010,15
Z010E0166,NAMRIL,Z010,13.3
Z010E0167,NAMRIL,Z010,11.8
Z010E0169,NAMRIL,Z010,15.4
Z010E0170,NAMRIL,Z010,16.1
Z010E0171,NAMRIL,Z010,15
Z010E0172,NAMRIL,Z010,14.2
Z010E0173,NAMRIL,Z010,15.6
Z010E0174,NAMRIL,Z010,17.1
Z010E0175,NAMRIL,Z010,14.2
Z010E0176,NAMRIL,Z010,13.7
Z010E0178,NAMRIL,Z010,14.1
Z010E0179,NAMRIL,Z010,13.2
Z010E0180,NAMRIL,Z010,16
Z010E0181,NAMRIL,Z010,15.5
Z010E0182,NAMRIL,Z010,13.9
Z010E0184,NAMRIL,Z010,18
Z010E0185,NAMRIL,Z010,15.1
Z010E0186,NAMRIL,Z010,15
Z010E0187,NAMRIL,Z010,16.2
Z010E0188,NAMRIL,Z010,13.8
Z010E0189,NAMRIL,Z010,13.5
Z010E0190,NAMRIL,Z010,12.7
Z010E0191,NAMRIL,Z010,13.5
Z010E0192,NAMRIL,Z010,13.3
Z010E0193,NAMRIL,Z010,13.4
Z010E0194,NAMRIL,Z010,13
Z010E0195,NAMRIL,Z010,14.9
Z010E0196,NAMRIL,Z010,13.6
Z010E0197,NAMRIL,Z010,16
Z010E0198,NAMRIL,Z010,15.9
Z010E0200,NAMRIL,Z010,16.6
Z011E0001,NAMRIL,Z011,14.5
Z011E0002,NAMRIL,Z011,14.4
Z011E0003,NAMRIL,Z011,16.2
Z011E0004,NAMRIL,Z011,11.5
Z011E0005,NAMRIL,Z011,16.4
Z011E0006,NAMRIL,Z011,13.7
Z011E0007,NAMRIL,Z011,15.5
Z011E0008,NAMRIL,Z011,16.6
Z011E0009,NAMRIL,Z011,12.3
Z011E0010,NAMRIL,Z011,14.5
Z011E0011,NAMRIL,Z011,18.8
Z011E0012,NAMRIL,Z011,18.7
Z011E0013,NAMRIL,Z011,12.5
Z011E0014,NAMRIL,Z011,12.6
Z011E0015,NAMRIL,Z011,12.2
Z011E0016,NAMRIL,Z011,16.3
Z011E0017,NAMRIL,Z011,13.2
Z011E0018,NAMRIL,Z011,15.8
Z011E0019,NAMRIL,Z011,14.5
Z011E0020,NAMRIL,Z011,11.7
Z011E0021,NAMRIL,Z011,14
Z011E0022,NAMRIL,Z011,14.3
Z011E0023,NAMRIL,Z011,13.7
Z011E0024,NAMRIL,Z011,15.3
Z011E0025,NAMRIL,Z011,15.4
Z011E0026,NAMRIL,Z011,16.3
Z011E0027,NAMRIL,Z011,14.6
Z011E0028,NAMRIL,Z011,12.8
Z011E0029,NAMRIL,Z011,14.4
Z011E0030,NAMRIL,Z011,13.7
Z011E0031,NAMRIL,Z011,13.9
Z011E0032,NAMRIL,Z011,14.6
Z011E0033,NAMRIL,Z011,14.8
Z011E0034,NAMRIL,Z011,12.9
Z011E0035,NAMRIL,Z011,10.8
Z011E0036,NAMRIL,Z011,13.9
Z011E0037,NAMRIL,Z011,15
Z011E0038,NAMRIL,Z011,13.7
Z011E0039,NAMRIL,Z011,13.4
Z011E0041,NAMRIL,Z011,13.9
Z011E0043,NAMRIL,Z011,13.3
Z011E0044,NAMRIL,Z011,14.6
Z011E0045,NAMRIL,Z011,12.3
Z011E0046,NAMRIL,Z011,13.1
Z011E0047,NAMRIL,Z011,20.5
Z011E0048,NAMRIL,Z011,19.3
Z011E0049,NAMRIL,Z011,12
Z011E0050,NAMRIL,Z011,18.4
Z011E0051,NAMRIL,Z011,20
Z011E0052,NAMRIL,Z011,15.3
Z011E0053,NAMRIL,Z011,13.5
Z011E0054,NAMRIL,Z011,14.9
Z011E0055,NAMRIL,Z011,14
Z011E0056,NAMRIL,Z011,12.6
Z011E0057,NAMRIL,Z011,12.7
Z011E0058,NAMRIL,Z011,12.6
Z011E0059,NAMRIL,Z011,15.2
Z011E0061,NAMRIL,Z011,12.6
Z011E0062,NAMRIL,Z011,12.4
Z011E0063,NAMRIL,Z011,13
Z011E0064,NAMRIL,Z011,18.2
Z011E0065,NAMRIL,Z011,18.3
Z011E0067,NAMRIL,Z011,15.7
Z011E0068,NAMRIL,Z011,13.5
Z011E0069,NAMRIL,Z011,13.8
Z011E0070,NAMRIL,Z011,14.2
Z011E0071,NAMRIL,Z011,15.4
Z011E0072,NAMRIL,Z011,17
Z011E0073,NAMRIL,Z011,14.3
Z011E0074,NAMRIL,Z011,12.2
Z011E0075,NAMRIL,Z011,13.4
Z011E0076,NAMRIL,Z011,12.7
Z011E0077,NAMRIL,Z011,13.4
Z011E0078,NAMRIL,Z011,14.2
Z011E0079,NAMRIL,Z011,14.2
Z011E0080,NAMRIL,Z011,16.5
Z011E0081,NAMRIL,Z011,13.8
Z011E0082,NAMRIL,Z011,17.1
Z011E0083,NAMRIL,Z011,14.8
Z011E0084,NAMRIL,Z011,15.6
Z011E0085,NAMRIL,Z011,15.9
Z011E0086,NAMRIL,Z011,14.6
Z011E0087,NAMRIL,Z011,15.3
Z011E0088,NAMRIL,Z011,20.6
Z011E0089,NAMRIL,Z011,13.7
Z011E0090,NAMRIL,Z011,15.9
Z011E0091,NAMRIL,Z011,13.9
Z011E0092,NAMRIL,Z011,13.8
Z011E0093,NAMRIL,Z011,15.1
Z011E0094,NAMRIL,Z011,17.7
Z011E0095,NAMRIL,Z011,13.6
Z011E0096,NAMRIL,Z011,13.5
Z011E0097,NAMRIL,Z011,13.6
Z011E0098,NAMRIL,Z011,14
Z011E0099,NAMRIL,Z011,15
Z011E0100,NAMRIL,Z011,14.1
Z011E0101,NAMRIL,Z011,15.3
Z011E0102,NAMRIL,Z011,16.5
Z011E0103,NAMRIL,Z011,18.1
Z011E0104,NAMRIL,Z011,13.5
Z011E0105,NAMRIL,Z011,13.9
Z011E0106,NAMRIL,Z011,14.9
Z011E0107,NAMRIL,Z011,17
Z011E0108,NAMRIL,Z011,18.3
Z011E0109,NAMRIL,Z011,14.6
Z011E0110,NAMRIL,Z011,13.4
Z011E0111,NAMRIL,Z011,16.8
Z011E0112,NAMRIL,Z011,17.6
Z011E0113,NAMRIL,Z011,15.2
Z011E0115,NAMRIL,Z011,15.8
Z011E0116,NAMRIL,Z011,16.4
Z011E0117,NAMRIL,Z011,15.9
Z011E0118,NAMRIL,Z011,14.2
Z011E0119,NAMRIL,Z011,15.2
Z011E0120,NAMRIL,Z011,15.3
Z011E0121,NAMRIL,Z011,14.4
Z011E0122,NAMRIL,Z011,12.9
Z011E0123,NAMRIL,Z011,12.7
Z011E0124,NAMRIL,Z011,12.6
Z011E0125,NAMRIL,Z011,13.3
Z011E0126,NAMRIL,Z011,13.9
Z011E0127,NAMRIL,Z011,16
Z011E0128,NAMRIL,Z011,14.7
Z011E0129,NAMRIL,Z011,15.3
Z011E0130,NAMRIL,Z011,13.5
Z011E0131,NAMRIL,Z011,13.3
Z011E0132,NAMRIL,Z011,13.2
Z011E0133,NAMRIL,Z011,13.2
Z011E0134,NAMRIL,Z011,13.8
Z011E0135,NAMRIL,Z011,15.7
Z011E0136,NAMRIL,Z011,15.6
Z011E0137,NAMRIL,Z011,17.9
Z011E0138,NAMRIL,Z011,15.4
Z011E0139,NAMRIL,Z011,14.5
Z011E0140,NAMRIL,Z011,14.9
Z011E0141,NAMRIL,Z011,12.7
Z011E0142,NAMRIL,Z011,16.3
Z011E0143,NAMRIL,Z011,13.8
Z011E0144,NAMRIL,Z011,17.7
Z011E0145,NAMRIL,Z011,14.1
Z011E0146,NAMRIL,Z011,14.7
Z011E0147,NAMRIL,Z011,14.8
Z011E0148,NAMRIL,Z011,18.9
Z011E0149,NAMRIL,Z011,13.6
Z011E0150,NAMRIL,Z011,12.9
Z011E0151,NAMRIL,Z011,15.2
Z011E0152,NAMRIL,Z011,13.9
Z011E0153,NAMRIL,Z011,17.2
Z011E0154,NAMRIL,Z011,14.2
Z011E0155,NAMRIL,Z011,13.9
Z011E0156,NAMRIL,Z011,15.3
Z011E0157,NAMRIL,Z011,14.4
Z011E0158,NAMRIL,Z011,11.8
Z011E0159,NAMRIL,Z011,16.1
Z011E0160,NAMRIL,Z011,14.6
Z011E0162,NAMRIL,Z011,12.6
Z011E0163,NAMRIL,Z011,17
Z011E0164,NAMRIL,Z011,13.7
Z011E0165,NAMRIL,Z011,16.1
Z011E0166,NAMRIL,Z011,16.4
Z011E0167,NAMRIL,Z011,15.5
Z011E0168,NAMRIL,Z011,14.7
Z011E0169,NAMRIL,Z011,12.7
Z011E0170,NAMRIL,Z011,14.2
Z011E0171,NAMRIL,Z011,13.5
Z011E0172,NAMRIL,Z011,12.7
Z011E0173,NAMRIL,Z011,15.7
Z011E0174,NAMRIL,Z011,15.3
Z011E0175,NAMRIL,Z011,11.2
Z011E0176,NAMRIL,Z011,15.3
Z011E0177,NAMRIL,Z011,13.9
Z011E0178,NAMRIL,Z011,15.1
Z011E0179,NAMRIL,Z011,15.9
Z011E0180,NAMRIL,Z011,15.6
Z011E0181,NAMRIL,Z011,13.5
Z011E0182,NAMRIL,Z011,13.1
Z011E0183,NAMRIL,Z011,16
Z011E0184,NAMRIL,Z011,14.8
Z011E0185,NAMRIL,Z011,12.2
Z011E0186,NAMRIL,Z011,15.1
Z011E0187,NAMRIL,Z011,12.3
Z011E0188,NAMRIL,Z011,14
Z011E0189,NAMRIL,Z011,16.1
Z011E0190,NAMRIL,Z011,15.7
Z011E0191,NAMRIL,Z011,11.5
Z011E0192,NAMRIL,Z011,15.1
Z011E0193,NAMRIL,Z011,16.2
Z011E0194,NAMRIL,Z011,17
Z011E0195,NAMRIL,Z011,15.5
Z011E0196,NAMRIL,Z011,17.3
Z011E0197,NAMRIL,Z011,14.2
Z011E0198,NAMRIL,Z011,16.1
Z011E0199,NAMRIL,Z011,14.2
Z011E0200,NAMRIL,Z011,12.9
Z012E0001,NAMRIL,Z012,14.4
Z012E0002,NAMRIL,Z012,15.8
Z012E0003,NAMRIL,Z012,17.7
Z012E0004,NAMRIL,Z012,13
Z012E0005,NAMRIL,Z012,19.2
Z012E0006,NAMRIL,Z012,13.4
Z012E0007,NAMRIL,Z012,16.6
Z012E0008,NAMRIL,Z012,16.3
Z012E0009,NAMRIL,Z012,12.7
Z012E0010,NAMRIL,Z012,14.2
Z012E0011,NAMRIL,Z012,16.5
Z012E0012,NAMRIL,Z012,12.6
Z012E0013,NAMRIL,Z012,16.9
Z012E0014,NAMRIL,Z012,12.6
Z012E0015,NAMRIL,Z012,16.2
Z012E0016,NAMRIL,Z012,13.6
Z012E0017,NAMRIL,Z012,15.9
Z012E0018,NAMRIL,Z012,17
Z012E0019,NAMRIL,Z012,14.9
Z012E0020,NAMRIL,Z012,15.2
Z012E0021,NAMRIL,Z012,15.7
Z012E0022,NAMRIL,Z012,14.3
Z012E0023,NAMRIL,Z012,13.4
Z012E0024,NAMRIL,Z012,14.9
Z012E0025,NAMRIL,Z012,14.5
Z012E0026,NAMRIL,Z012,14.5
Z012E0027,NAMRIL,Z012,13.5
Z012E0028,NAMRIL,Z012,14.4
Z012E0029,NAMRIL,Z012,13.6
Z012E0030,NAMRIL,Z012,16.6
Z012E0031,NAMRIL,Z012,13.2
Z012E0032,NAMRIL,Z012,16.4
Z012E0033,NAMRIL,Z012,15.4
Z012E0034,NAMRIL,Z012,14.6
Z012E0035,NAMRIL,Z012,14.5
Z012E0036,NAMRIL,Z012,11.3
Z012E0037,NAMRIL,Z012,13.1
Z012E0038,NAMRIL,Z012,14.2
Z012E0039,NAMRIL,Z012,18.2
Z012E0040,NAMRIL,Z012,15.1
Z012E0041,NAMRIL,Z012,14.9
Z012E0042,NAMRIL,Z012,14.7
Z012E0043,NAMRIL,Z012,13.3
Z012E0044,NAMRIL,Z012,15.9
Z012E0045,NAMRIL,Z012,14.8
Z012E0046,NAMRIL,Z012,15.8
Z012E0047,NAMRIL,Z012,14
Z012E0048,NAMRIL,Z012,14.3
Z012E0049,NAMRIL,Z012,13.7
Z012E0050,NAMRIL,Z012,16.3
Z012E0051,NAMRIL,Z012,14.9
Z012E0052,NAMRIL,Z012,14.1
Z012E0053,NAMRIL,Z012,15
Z012E0054,NAMRIL,Z012,18.2
Z012E0056,NAMRIL,Z012,13.3
Z012E0057,NAMRIL,Z012,16.4
Z012E0058,NAMRIL,Z012,11.8
Z012E0059,NAMRIL,Z012,16.3
Z012E0060,NAMRIL,Z012,13.8
Z012E0061,NAMRIL,Z012,13.1
Z012E0062,NAMRIL,Z012,16.9
Z012E0063,NAMRIL,Z012,13.5
Z012E0064,NAMRIL,Z012,13.7
Z012E0065,NAMRIL,Z012,14.3
Z012E0067,NAMRIL,Z012,13.5
Z012E0068,NAMRIL,Z012,16.2
Z012E0069,NAMRIL,Z012,14.5
Z012E0070,NAMRIL,Z012,13.8
Z012E0071,NAMRIL,Z012,15.3
Z012E0072,NAMRIL,Z012,16.2
Z012E0073,NAMRIL,Z012,15.1
Z012E0074,NAMRIL,Z012,13.1
Z012E0075,NAMRIL,Z012,16.9
Z012E0076,NAMRIL,Z012,15.7
Z012E0077,NAMRIL,Z012,13.4
Z012E0078,NAMRIL,Z012,12.6
Z012E0079,NAMRIL,Z012,14.7
Z012E0080,NAMRIL,Z012,13.6
Z012E0081,NAMRIL,Z012,15.1
Z012E0082,NAMRIL,Z012,15.7
Z012E0083,NAMRIL,Z012,19.4
Z012E0084,NAMRIL,Z012,18.1
Z012E0085,NAMRIL,Z012,14.4
Z012E0086,NAMRIL,Z012,12
Z012E0087,NAMRIL,Z012,16.2
Z012E0088,NAMRIL,Z012,17.1
Z012E0089,NAMRIL,Z012,15.4
Z012E0090,NAMRIL,Z012,14.6
Z012E0091,NAMRIL,Z012,17.7
Z012E0092,NAMRIL,Z012,15.4
Z012E0093,NAMRIL,Z012,16.8
Z012E0094,NAMRIL,Z012,13.9
Z012E0095,NAMRIL,Z012,17.2
Z012E0096,NAMRIL,Z012,12.7
Z012E0097,NAMRIL,Z012,16.5
Z012E0098,NAMRIL,Z012,13.8
Z012E0099,NAMRIL,Z012,15
Z012E0100,NAMRIL,Z012,14.6
Z012E0101,NAMRIL,Z012,14.5
Z012E0102,NAMRIL,Z012,13.5
Z012E0103,NAMRIL,Z012,13.2
Z012E0104,NAMRIL,Z012,16.1
Z012E0106,NAMRIL,Z012,14.1
Z012E0107,NAMRIL,Z012,15.2
Z012E0108,NAMRIL,Z012,16.3
Z012E0109,NAMRIL,Z012,15.6
Z012E0110,NAMRIL,Z012,16.8
Z012E0111,NAMRIL,Z012,15.8
Z012E0112,NAMRIL,Z012,12.4
Z012E0113,NAMRIL,Z012,12.9
Z012E0114,NAMRIL,Z012,13.4
Z012E0115,NAMRIL,Z012,16.1
Z012E0116,NAMRIL,Z012,16.5
Z012E0117,NAMRIL,Z012,15.2
Z012E0118,NAMRIL,Z012,13.7
Z012E0119,NAMRIL,Z012,15
Z012E0120,NAMRIL,Z012,15.2
Z012E0121,NAMRIL,Z012,16.4
Z012E0122,NAMRIL,Z012,15.3
Z012E0123,NAMRIL,Z012,14.6
Z012E0124,NAMRIL,Z012,12.2
Z012E0125,NAMRIL,Z012,12.7
Z012E0126,NAMRIL,Z012,17
Z012E0127,NAMRIL,Z012,17.3
Z012E0128,NAMRIL,Z012,14.4
Z012E0129,NAMRIL,Z012,17.8
Z012E0130,NAMRIL,Z012,12.5
Z012E0131,NAMRIL,Z012,15.2
Z012E0132,NAMRIL,Z012,14
Z012E0133,NAMRIL,Z012,14.7
Z012E0134,NAMRIL,Z012,17
Z012E0135,NAMRIL,Z012,15.9
Z012E0136,NAMRIL,Z012,13.5
Z012E0137,NAMRIL,Z012,13.6
Z012E0138,NAMRIL,Z012,14.6
Z012E0139,NAMRIL,Z012,13.7
Z012E0141,NAMRIL,Z012,15
Z012E0142,NAMRIL,Z012,16.4
Z012E0143,NAMRIL,Z012,12.6
Z012E0144,NAMRIL,Z012,16.4
Z012E0145,NAMRIL,Z012,11.3
Z012E0146,NAMRIL,Z012,17.2
Z012E0147,NAMRIL,Z012,15.5
Z012E0148,NAMRIL,Z012,13.8
Z012E0149,NAMRIL,Z012,15.7
Z012E0150,NAMRIL,Z012,14.8
Z012E0151,NAMRIL,Z012,13.3
Z012E0152,NAMRIL,Z012,13.3
Z012E0153,NAMRIL,Z012,16.6
Z012E0154,NAMRIL,Z012,13.8
Z012E0155,NAMRIL,Z012,13.4
Z012E0157,NAMRIL,Z012,14.5
Z012E0158,NAMRIL,Z012,15.2
Z012E0159,NAMRIL,Z012,15.3
Z012E0160,NAMRIL,Z012,14.1
Z012E0161,NAMRIL,Z012,14.4
Z012E0163,NAMRIL,Z012,13.7
Z012E0164,NAMRIL,Z012,15.8
Z012E0165,NAMRIL,Z012,14.8
Z012E0166,NAMRIL,Z012,11.8
Z012E0167,NAMRIL,Z012,14.6
Z012E0168,NAMRIL,Z012,15
Z012E0169,NAMRIL,Z012,12.9
Z012E0170,NAMRIL,Z012,15.7
Z012E0171,NAMRIL,Z012,14.6
Z012E0172,NAMRIL,Z012,13.7
Z012E0173,NAMRIL,Z012,15.9
Z012E0174,NAMRIL,Z012,13.1
Z012E0175,NAMRIL,Z012,15.4
Z012E0176,NAMRIL,Z012,17
Z012E0177,NAMRIL,Z012,14.1
Z012E0178,NAMRIL,Z012,14.5
Z012E0180,NAMRIL,Z012,15.8
Z012E0181,NAMRIL,Z012,14.4
Z012E0182,NAMRIL,Z012,12.7
Z012E0183,NAMRIL,Z012,14.8
Z012E0184,NAMRIL,Z012,13.2
Z012E0185,NAMRIL,Z012,13.3
Z012E0186,NAMRIL,Z012,13.9
Z012E0187,NAMRIL,Z012,14.5
Z012E0188,NAMRIL,Z012,15.7
Z012E0189,NAMRIL,Z012,16
Z012E0190,NAMRIL,Z012,12.6
Z012E0191,NAMRIL,Z012,19.3
Z012E0192,NAMRIL,Z012,12.1
Z012E0193,NAMRIL,Z012,14
Z012E0194,NAMRIL,Z012,17.1
Z012E0195,NAMRIL,Z012,13.7
Z012E0196,NAMRIL,Z012,13.3
Z012E0197,NAMRIL,Z012,16.3
Z012E0198,NAMRIL,Z012,16.2
Z012E0199,NAMRIL,Z012,15.5
Z012E0200,NAMRIL,Z012,14.9
Z013E0001,NAMRIL,Z013,14.8
Z013E0002,NAMRIL,Z013,14.8
Z013E0003,NAMRIL,Z013,13.4
Z013E0004,NAMRIL,Z013,12.3
Z013E0005,NAMRIL,Z013,12.7
Z013E0006,NAMRIL,Z013,17.3
Z013E0007,NAMRIL,Z013,18.6
Z013E0009,NAMRIL,Z013,14.4
Z013E0010,NAMRIL,Z013,17.3
Z013E0011,NAMRIL,Z013,16.1
Z013E0012,NAMRIL,Z013,13.5
Z013E0013,NAMRIL,Z013,12.3
Z013E0014,NAMRIL,Z013,13.1
Z013E0015,NAMRIL,Z013,15.7
Z013E0016,NAMRIL,Z013,16.5
Z013E0017,NAMRIL,Z013,13.4
Z013E0018,NAMRIL,Z013,14.2
Z013E0019,NAMRIL,Z013,14.8
Z013E0020,NAMRIL,Z013,13.3
Z013E0021,NAMRIL,Z013,14.1
Z013E0022,NAMRIL,Z013,15.9
Z013E0023,NAMRIL,Z013,13
Z013E0024,NAMRIL,Z013,16.6
Z013E0025,NAMRIL,Z013,15.7
Z013E0026,NAMRIL,Z013,14
Z013E0027,NAMRIL,Z013,13.3
Z013E0028,NAMRIL,Z013,17.1
Z013E0029,NAMRIL,Z013,17.1
Z013E0030,NAMRIL,Z013,14.1
Z013E0031,NAMRIL,Z013,14.9
Z013E0032,NAMRIL,Z013,16
Z013E0033,NAMRIL,Z013,19
Z013E0034,NAMRIL,Z013,17.1
Z013E0035,NAMRIL,Z013,13.4
Z013E0036,NAMRIL,Z013,15.6
Z013E0037,NAMRIL,Z013,12.9
Z013E0038,NAMRIL,Z013,14.4
Z013E0039,NAMRIL,Z013,17.2
Z013E0040,NAMRIL,Z013,13.4
Z013E0042,NAMRIL,Z013,16.8
Z013E0043,NAMRIL,Z013,14.9
Z013E0044,NAMRIL,Z013,14.2
Z013E0045,NAMRIL,Z013,15.1
Z013E0046,NAMRIL,Z013,14.5
Z013E0049,NAMRIL,Z013,12.2
Z013E0050,NAMRIL,Z013,16.8
Z013E0051,NAMRIL,Z013,13.7
Z013E0052,NAMRIL,Z013,14.4
Z013E0053,NAMRIL,Z013,12
Z013E0054,NAMRIL,Z013,19.9
Z013E0055,NAMRIL,Z013,15.4
Z013E0056,NAMRIL,Z013,14
Z013E0057,NAMRIL,Z013,14.6
Z013E0058,NAMRIL,Z013,15.6
Z013E0059,NAMRIL,Z013,14.8
Z013E0060,NAMRIL,Z013,16.2
Z013E0061,NAMRIL,Z013,15.2
Z013E0062,NAMRIL,Z013,12.1
Z013E0063,NAMRIL,Z013,15.3
Z013E0065,NAMRIL,Z013,13.7
Z013E0066,NAMRIL,Z013,16.1
Z013E0067,NAMRIL,Z013,14.2
Z013E0068,NAMRIL,Z013,15.5
Z013E0069,NAMRIL,Z013,15.3
Z013E0071,NAMRIL,Z013,14.6
Z013E0072,NAMRIL,Z013,14.9
Z013E0073,NAMRIL,Z013,13
Z013E0074,NAMRIL,Z013,15.8
Z013E0075,NAMRIL,Z013,15.9
Z013E0076,NAMRIL,Z013,14.7
Z013E0077,NAMRIL,Z013,15.5
Z013E0078,NAMRIL,Z013,14.2
Z013E0079,NAMRIL,Z013,14.2
Z013E0080,NAMRIL,Z013,13.9
Z013E0081,NAMRIL,Z013,15.2
Z013E0082,NAMRIL,Z013,13.6
Z013E0083,NAMRIL,Z013,17.9
Z013E0084,NAMRIL,Z013,14.3
Z013E0085,NAMRIL,Z013,15.4
Z013E0086,NAMRIL,Z013,15.6
Z013E0087,NAMRIL,Z013,14.2
Z013E0088,NAMRIL,Z013,13.7
Z013E0089,NAMRIL,Z013,14.1
Z013E0090,NAMRIL,Z013,15.5
Z013E0091,NAMRIL,Z013,14.2
Z013E0092,NAMRIL,Z013,15.1
Z013E0093,NAMRIL,Z013,18.8
Z013E0094,NAMRIL,Z013,11.8
Z013E0095,NAMRIL,Z013,17.7
Z013E0096,NAMRIL,Z013,17.6
Z013E0097,NAMRIL,Z013,16
Z013E0098,NAMRIL,Z013,15.6
Z013E0099,NAMRIL,Z013,13.3
Z013E0100,NAMRIL,Z013,13.2
Z013E0101,NAMRIL,Z013,14.5
Z013E0102,NAMRIL,Z013,12.1
Z013E0103,NAMRIL,Z013,14.6
Z013E0104,NAMRIL,Z013,14.8
Z013E0105,NAMRIL,Z013,14.9
Z013E0107,NAMRIL,Z013,15.8
Z013E0108,NAMRIL,Z013,12.1
Z013E0109,NAMRIL,Z013,13.9
Z013E0110,NAMRIL,Z013,16.1
Z013E0111,NAMRIL,Z013,14.4
Z013E0112,NAMRIL,Z013,13.8
Z013E0113,NAMRIL,Z013,15.3
Z013E0114,NAMRIL,Z013,15.5
Z013E0115,NAMRIL,Z013,16.8
Z013E0116,NAMRIL,Z013,14.3
Z013E0117,NAMRIL,Z013,13.5
Z013E0118,NAMRIL,Z013,16.4
Z013E0119,NAMRIL,Z013,17.5
Z013E0120,NAMRIL,Z013,15.1
Z013E0122,NAMRIL,Z013,15.4
Z013E0123,NAMRIL,Z013,15.1
Z013E0124,NAMRIL,Z013,13.6
Z013E0125,NAMRIL,Z013,15.9
Z013E0126,NAMRIL,Z013,12.5
Z013E0127,NAMRIL,Z013,14.9
Z013E0128,NAMRIL,Z013,17
Z013E0129,NAMRIL,Z013,14.9
Z013E0130,NAMRIL,Z013,15.1
Z013E0131,NAMRIL,Z013,13.7
Z013E0132,NAMRIL,Z013,16.4
Z013E0133,NAMRIL,Z013,14.2
Z013E0134,NAMRIL,Z013,14.3
Z014E0001,NAMRIL,Z014,13.9
Z014E0002,NAMRIL,Z014,12.7
Z014E0003,NAMRIL,Z014,11.4
Z014E0004,NAMRIL,Z014,13.7
Z014E0005,NAMRIL,Z014,12.3
Z014E0006,NAMRIL,Z014,12.7
Z014E0007,NAMRIL,Z014,15.7
Z014E0008,NAMRIL,Z014,13.8
Z014E0009,NAMRIL,Z014,14.8
Z014E0010,NAMRIL,Z014,11.9
Z014E0011,NAMRIL,Z014,13.4
Z014E0012,NAMRIL,Z014,14.4
Z014E0013,NAMRIL,Z014,15.9
Z014E0014,NAMRIL,Z014,17.1
Z014E0015,NAMRIL,Z014,16.5
Z014E0016,NAMRIL,Z014,12.5
Z014E0017,NAMRIL,Z014,15.9
Z014E0018,NAMRIL,Z014,12.5
Z014E0019,NAMRIL,Z014,15
Z014E0020,NAMRIL,Z014,14.7
Z014E0021,NAMRIL,Z014,13.4
Z014E0022,NAMRIL,Z014,14.3
Z014E0023,NAMRIL,Z014,13.9
Z014E0024,NAMRIL,Z014,15.2
Z014E0025,NAMRIL,Z014,15.6
Z014E0026,NAMRIL,Z014,10.9
Z014E0027,NAMRIL,Z014,12.9
Z014E0028,NAMRIL,Z014,13.5
Z014E0029,NAMRIL,Z014,10.3
Z014E0030,NAMRIL,Z014,14.8
Z014E0031,NAMRIL,Z014,13.8
Z014E0032,NAMRIL,Z014,13.5
Z014E0033,NAMRIL,Z014,13.4
Z014E0034,NAMRIL,Z014,13.8
Z014E0036,NAMRIL,Z014,13.6
Z014E0038,NAMRIL,Z014,14.1
Z014E0039,NAMRIL,Z014,13.1
Z014E0040,NAMRIL,Z014,15.6
Z014E0041,NAMRIL,Z014,13.8
Z014E0042,NAMRIL,Z014,15.2
Z014E0043,NAMRIL,Z014,13.8
Z014E0044,NAMRIL,Z014,13
Z014E0045,NAMRIL,Z014,14.6
Z014E0046,NAMRIL,Z014,14.8
Z014E0047,NAMRIL,Z014,14.9
Z014E0048,NAMRIL,Z014,14.4
Z014E0049,NAMRIL,Z014,13.2
Z014E0050,NAMRIL,Z014,14.5
Z014E0051,NAMRIL,Z014,12.6
Z014E0052,NAMRIL,Z014,13.7
Z014E0053,NAMRIL,Z014,13.5
Z014E0054,NAMRIL,Z014,13.9
Z014E0055,NAMRIL,Z014,14.5
Z014E0056,NAMRIL,Z014,15.2
Z014E0057,NAMRIL,Z014,12.5
Z014E0058,NAMRIL,Z014,15.3
Z014E0059,NAMRIL,Z014,13.9
Z014E0060,NAMRIL,Z014,15.7
Z014E0061,NAMRIL,Z014,12.1
Z014E0062,NAMRIL,Z014,14.5
Z014E0063,NAMRIL,Z014,19.6
Z014E0064,NAMRIL,Z014,16.9
Z014E0065,NAMRIL,Z014,14.6
Z014E0066,NAMRIL,Z014,15.2
Z014E0067,NAMRIL,Z014,11.3
Z014E0068,NAMRIL,Z014,14.3
Z014E0069,NAMRIL,Z014,15.2
Z014E0070,NAMRIL,Z014,11.3
Z014E0071,NAMRIL,Z014,15.1
Z014E0072,NAMRIL,Z014,13.7
Z014E0073,NAMRIL,Z014,15.4
Z014E0074,NAMRIL,Z014,14.5
Z014E0075,NAMRIL,Z014,12
Z014E0076,NAMRIL,Z014,12.3
Z014E0077,NAMRIL,Z014,14.6
Z014E0078,NAMRIL,Z014,14.5
Z014E0079,NAMRIL,Z014,13.2
Z014E0080,NAMRIL,Z014,12.3
Z014E0081,NAMRIL,Z014,14.6
Z014E0082,NAMRIL,Z014,13.3
Z014E0083,NAMRIL,Z014,16.1
Z014E0084,NAMRIL,Z014,13.4
Z014E0085,NAMRIL,Z014,13.7
Z014E0086,NAMRIL,Z014,11.4
Z014E0087,NAMRIL,Z014,17.5
Z014E0088,NAMRIL,Z014,15.3
Z014E0089,NAMRIL,Z014,12.1
Z014E0090,NAMRIL,Z014,16.5
Z014E0091,NAMRIL,Z014,15.6
Z014E0092,NAMRIL,Z014,15
Z014E0093,NAMRIL,Z014,12.5
Z014E0094,NAMRIL,Z014,11.4
Z014E0095,NAMRIL,Z014,13.6
